320	568	0
1687	80	1
114	36	1
860	2495	1
1387	712	1
1181	223	1
557	3751	0
1955	1883	1
269	2190	0
405	1717	0
1703	118	1
821	52	1
693	230	1
193	3454	0
933	105	1
1090	2810	1
1133	1322	1
1939	1901	1
1035	202	0
1565	105	1
1718	2933	0
420	2200	0
1130	378	1
1579	1002	0
1785	1374	1
78	2763	0
1817	1055	0
344	906	0
1910	1081	1
1937	267	1
1998	46	1
1331	2272	1
1035	537	0
621	184	1
1345	551	0
703	1339	0
1492	1015	0
603	52	1
943	1738	0
978	3630	0
729	54	0
1541	1904	0
640	2870	0
127	836	1
2027	1586	0
54	393	0
641	694	1
515	2682	0
1618	320	1
394	344	0
913	127	1
322	2362	0
1894	2820	0
1657	154	1
1873	710	0
284	119	1
10	2339	0
494	237	1
343	210	1
1245	118	1
1444	2514	0
636	2085	1
1023	3403	0
1931	196	1
1422	2120	0
1423	98	1
262	2992	0
120	2790	0
1832	104	1
855	2051	1
1463	2066	1
1775	1064	0
1367	2151	0
1725	237	1
26	2153	0
773	2423	0
2087	66	1
1419	2606	0
1657	725	0
1786	923	1
178	531	1
856	1453	0
1473	80	1
1677	3708	0
508	2470	0
1419	119	1
1249	286	0
2095	3224	0
1133	46	1
1926	1257	1
1248	2045	0
428	1660	1
1160	776	1
1230	1589	0
1065	957	1
236	45	1
1950	187	1
2064	3810	1
1547	199	1
144	158	0
658	2134	1
888	478	1
143	59	0
743	3114	0
1381	3195	0
1315	2735	0
1465	2065	0
1871	1568	0
725	275	1
1399	373	1
1805	141	1
1312	3059	1
860	913	0
122	2229	0
1600	957	1
216	767	1
398	356	1
1081	105	1
1680	542	0
66	2956	0
837	474	1
1554	2242	0
48	381	1
995	374	1
1579	1282	0
263	1057	1
1942	905	0
2079	671	1
693	2193	1
1402	729	0
419	73	1
1483	53	0
567	625	0
393	347	0
155	945	1
1097	378	1
1273	1809	1
171	1326	0
1601	8	0
1500	1436	0
386	3764	0
1469	3178	0
298	280	1
1246	2414	1
1827	3575	1
1029	356	1
617	1232	1
39	3600	0
70	2306	0
972	1514	1
1474	1374	0
984	2315	0
1898	66	1
546	1902	1
21	177	1
1922	1664	0
249	47	1
659	3187	0
1990	1321	0
332	863	1
2095	414	0
2065	88	1
131	510	1
2037	81	1
1936	1461	1
144	81	1
612	22	1
280	2299	0
1022	301	1
1086	608	1
1261	237	0
1061	2080	0
6	887	0
1528	364	1
1163	36	1
361	763	0
1009	2653	0
330	437	1
852	916	0
802	275	1
1785	419	1
565	3827	0
1776	3717	0
718	1581	0
31	275	1
182	1035	1
1182	160	1
233	376	1
1733	3387	0
1640	593	0
1437	3664	0
806	442	1
252	98	1
257	1680	0
523	911	0
474	1789	1
1641	145	1
1894	951	1
1568	3153	0
617	77	1
1471	476	0
928	3680	0
1923	3665	1
250	2622	0
1963	3563	0
702	3838	0
1100	1680	0
182	2126	0
2011	52	1
1136	2171	0
134	98	1
1894	377	1
207	254	1
1741	1324	1
1411	3183	1
1883	617	1
980	2649	1
297	1881	0
946	2401	1
1522	36	1
1385	3157	1
1546	54	1
1179	133	1
187	1062	1
312	99	1
1796	1986	0
1108	3369	0
1745	2286	0
1622	49	0
639	80	1
1073	2190	0
1954	1577	0
1041	3416	0
186	127	1
1219	192	1
454	164	1
18	52	1
1727	46	1
190	1068	1
1814	1097	0
1061	737	0
1806	666	0
83	632	1
306	96	1
428	1239	0
908	4	1
512	217	1
594	764	0
1125	1929	0
957	1628	1
1955	876	1
1816	3074	0
365	2572	0
337	3588	0
1311	1691	0
750	1054	0
1490	2821	0
1653	104	1
1246	475	0
1635	388	1
155	942	1
1688	137	1
1286	2587	1
339	73	1
1170	105	1
418	1780	0
1334	135	1
1734	2861	0
1541	2302	1
1821	381	0
1214	1990	0
473	1307	0
1659	80	1
392	377	1
876	344	0
2100	2872	0
416	1643	1
1853	3031	0
885	1349	0
2011	2988	0
538	80	1
220	154	1
271	2809	0
1740	163	1
888	341	0
467	1763	1
1239	2986	1
1322	2129	0
886	2523	1
677	2170	1
1131	204	1
994	1878	1
1748	3217	1
2055	3803	1
2067	3817	1
538	185	1
1100	826	0
1564	3526	0
494	132	1
1407	221	1
1414	989	1
1983	2244	0
2058	2590	0
369	2166	0
1726	410	0
839	2325	0
1035	2067	1
1489	1546	0
183	3386	0
109	756	1
917	2475	0
