0	276800
1	276840
2	276925
3	276928
4	276929
5	276939
6	276954
7	276964
8	276984
9	277042
10	277051
11	277065
12	277094
13	277107
14	277157
15	277168
16	277187
17	277195
18	277203
19	277244
20	277246
21	277292
22	277317
23	277378
24	277405
25	277427
26	277439
27	277466
28	277478
29	277514
30	277517
31	277519
32	277527
33	277530
34	277535
35	277544
36	277554
37	277563
38	277629
39	277639
40	277648
41	277696
42	277701
43	277710
44	277744
45	277809
46	277820
47	277879
48	277901
49	277922
50	277923
51	277928
52	277932
53	277938
54	277945
55	277954
56	277962
57	277965
58	277982
59	277984
60	277992
61	278002
62	278012
63	278026
64	278054
65	278075
66	278100
67	278137
68	278144
69	278149
70	278168
71	278176
72	278188
73	278194
74	278200
75	278221
76	278243
77	278255
78	278311
79	278314
80	278328
81	278346
82	278356
83	278373
84	278411
85	278418
86	278452
87	278461
88	278462
89	278492
90	278506
91	278514
92	278522
93	278524
94	278543
95	278545
96	278568
97	278582
98	278633
99	278650
100	278681
101	278694
102	278723
103	278771
104	278843
105	278849
106	8
107	9
108	14
109	44
110	193
111	242
112	243
113	244
114	254
115	257
116	383
117	384
118	408
119	424
120	430
121	444
122	446
123	472
124	487
125	489
126	500
127	503
128	505
129	507
130	538
131	542
132	547
133	567
134	569
135	595
136	620
137	626
138	638
139	643
140	651
141	709
142	726
143	728
144	735
145	739
146	741
147	753
148	769
149	771
150	776
151	777
152	805
153	827
154	843
155	853
156	876
157	882
158	899
159	900
160	901
161	929
162	970
163	989
164	999
165	1011
166	1025
167	1026
168	1060
169	1063
170	1079
171	1083
172	1116
173	1123
174	1131
175	1140
176	1155
177	1161
178	1166
179	1167
180	1169
181	1178
182	1184
183	1211
184	1238
185	1261
186	1264
187	1279
188	1294
189	1309
190	1331
191	1343
192	1409
193	1424
194	1435
195	1436
196	1467
197	1485
198	1486
199	1547
200	1548
201	1597
202	1608
203	1610
204	1660
205	1674
206	1706
207	1719
208	1723
209	1733
210	1791
211	1838
212	1848
213	1850
214	1863
215	1903
216	1918
217	1951
218	1963
219	2009
220	2010
221	2024
222	2030
223	2033
224	2035
225	2041
226	2043
227	2060
228	2090
229	2103
230	2106
231	2110
232	2115
233	2132
234	2135
235	2179
236	2183
237	2189
238	2190
239	2197
240	2222
241	2268
242	2276
243	2281
244	2288
245	2313
246	2326
247	2340
248	2354
249	2357
250	2358
251	2363
252	2411
253	2437
254	2462
255	2534
256	2549
257	2559
258	2578
259	2591
260	2690
261	2719
262	2731
263	2766
264	2791
265	2793
266	2799
267	2830
268	2844
269	2850
270	2882
271	2891
272	2896
273	2907
274	2954
275	2957
276	2968
277	2977
278	2996
279	3020
280	3032
281	3067
282	3087
283	3088
284	3106
285	3145
286	3148
287	3154
288	3167
289	3175
290	3282
291	3329
292	3344
293	3346
294	3357
295	3362
296	3363
297	3371
298	3373
299	3393
300	3416
301	3462
302	3467
303	3473
304	3496
305	3514
306	3537
307	3544
308	3554
309	3556
310	3573
311	3596
312	3605
313	3613
314	3632
315	3640
316	3643
317	3675
318	3693
319	3719
320	3728
321	3761
322	3775
323	3814
324	3827
325	3839
326	3840
327	3856
328	3861
329	3881
330	3917
331	3923
332	3926
333	4016
334	4017
335	4077
336	4090
337	4091
338	4092
339	4098
340	4114
341	4131
342	4138
343	4157
344	4164
345	4171
346	4185
347	4191
348	4197
349	4216
350	4221
351	4243
352	4246
353	4285
354	4292
355	4309
356	4334
357	4365
358	4385
359	4386
360	4398
361	4426
362	4483
363	4514
364	4539
365	4571
366	4600
367	4622
368	4781
369	4784
370	4785
371	4795
372	4802
373	4816
374	4838
375	4864
376	4875
377	4887
378	4893
379	4895
380	4896
381	4900
382	4938
383	4965
384	4980
385	5003
386	5007
387	5021
388	5037
389	5126
390	5209
391	5264
392	5268
393	5273
394	5285
395	5286
396	5287
397	5323
398	5331
399	5350
400	5375
401	5385
402	5439
403	5471
404	5476
405	5479
406	5483
407	5492
408	5498
409	5499
