603	14910	1
12442	14911	1
5190	14912	1
10237	14913	1
3149	14914	1
5477	14915	1
10428	14916	1
14290	14917	1
2579	14918	1
4853	14919	6
12873	14920	1
9697	14921	6
10563	14922	1
12141	14923	6
12159	14924	9
3171	14925	1
2200	14926	6
1498	14927	9
7913	14928	1
14804	14929	1
1948	14930	1
12865	14931	9
2686	14932	1
10491	14933	1
5227	14934	1
11584	14935	1
1890	14936	1
2207	14937	1
8073	14938	1
11680	14939	6
14828	14940	1
7901	14941	6
10518	14942	1
9948	14943	6
11263	14944	1
2760	14924	9
10349	14945	1
11439	14946	1
12201	14947	1
9869	14948	1
9741	14949	1
1004	14950	6
8659	14951	9
14098	14952	1
12526	14953	1
431	14954	6
13077	14955	1
1061	14956	1
581	14957	5
5897	14958	1
3131	14959	5
11554	14960	1
11598	14961	1
13135	14962	1
14694	14963	1
3494	14931	9
2908	14964	1
1856	14965	6
7333	14966	1
5585	14967	1
7095	14968	1
8692	14969	1
3511	14970	6
4119	14971	6
5459	14972	1
10278	14973	1
3401	14974	1
527	14975	6
11625	14976	6
13356	14977	6
4224	14978	1
7949	14979	1
1825	14980	1
2075	14981	1
3180	14982	1
7483	14983	1
11229	14984	1
10228	14985	1
2794	14986	1
10500	14987	1
7779	14988	1
5205	14989	1
220	14990	1
12320	14991	1
352	14992	1
6405	14993	1
6782	14994	1
9844	14995	1
1865	14996	6
6529	14997	1
1575	14998	6
4110	14999	1
14870	15000	6
1012	15001	1
8300	15002	1
13780	15003	1
4403	15004	6
4167	15005	1
13180	15006	6
7117	15007	1
1809	15008	1
6879	14912	1
12359	15009	1
6244	15010	1
9344	15011	1
1507	15012	1
11838	15013	1
14286	15014	1
10820	15015	6
10305	15016	1
2090	15017	1
11433	15018	1
13785	15019	1
3869	15020	6
12259	15021	1
11920	15022	1
7039	15023	1
14234	15024	1
9607	15025	1
12982	15026	6
5297	15027	1
6313	15028	6
4045	15029	1
925	15030	6
9403	15031	1
9200	15032	1
9794	15033	9
4293	15034	1
2371	15035	1
2879	15036	1
14522	15037	6
11094	15038	1
14106	15039	1
11445	15040	1
11739	15041	1
13128	15042	1
10503	15043	6
3773	15044	1
5316	15045	1
3111	15046	6
8929	14916	1
9643	15047	1
13556	15043	6
4195	15005	1
4191	15048	1
10558	15049	1
13182	15050	1
5117	15051	1
10252	15052	1
14496	15053	1
10148	15054	1
15	15055	1
7886	15056	1
1016	15057	1
3769	15058	1
7527	15059	1
11824	15060	1
6857	15061	1
1724	15062	1
4345	15063	1
11113	15064	1
12997	15065	1
1898	15066	1
1634	15067	1
14539	15068	6
4144	15069	1
8139	15070	6
13413	15071	6
9759	15072	6
2719	15073	1
4410	15074	1
4389	15075	1
13728	15076	1
10198	15077	1
6623	15078	6
13650	14961	1
1437	15079	1
10170	15080	1
11064	15081	1
9426	15082	1
6669	15083	6
11434	15033	9
10609	15084	6
14514	15085	1
10935	15005	1
10068	15086	1
4779	15087	6
9720	15088	6
2433	14919	6
12823	15089	1
12591	14964	1
4909	15090	1
11880	15091	6
6704	15092	9
654	15093	1
14288	15094	1
4721	15095	1
1173	15096	1
9269	15097	1
3061	15098	1
4906	15099	6
9589	15100	6
10298	14964	1
13788	15101	1
8937	15102	6
1389	15103	1
10817	15104	1
5573	15105	1
14043	15106	1
5733	15107	1
13641	15108	1
6969	15109	1
1421	14912	1
252	15043	6
9713	14924	9
1196	15110	1
9708	15111	1
6585	15043	6
6775	15112	1
9832	15113	1
8449	15114	1
5225	15115	1
12552	15116	4
8666	15117	6
1818	15118	1
3585	15119	6
8959	15120	1
9154	15121	1
2384	15122	1
7746	15123	6
10785	15124	1
10653	15125	1
5920	15126	1
8482	15127	1
8208	15128	1
4297	15129	1
10883	15130	1
13575	14924	9
7506	15131	1
15132	15133	6
14684	15134	6
13563	15135	1
11172	15136	1
3694	15137	1
10466	15033	9
5536	15138	6
8864	15139	1
5391	15140	1
12484	15141	1
3619	15142	1
3294	15143	1
8743	15144	1
1806	14973	1
8682	15145	6
9982	15045	1
4691	15146	1
12427	15147	1
5717	15148	1
11865	15149	1
11709	15150	1
13068	15151	1
6325	15152	6
2709	14963	1
6866	15153	1
495	15154	1
3776	15155	1
761	15156	1
6495	15157	6
2225	15158	1
7786	15159	1
11933	15160	1
8453	14939	6
4283	15161	6
5258	15162	6
7656	15163	1
2585	15164	1
12238	15165	6
4559	15166	1
12463	15167	1
1802	14916	1
3812	15168	6
6324	15169	1
14317	15170	1
9316	15171	1
12749	15168	6
5589	15172	6
8599	15173	1
12404	15174	1
3081	15175	1
8007	15176	1
11602	15177	1
2040	15178	6
10000	15179	1
1145	14954	6
2838	15180	1
9167	15181	1
11713	15182	1
14559	15183	1
14894	15184	1
12620	15185	6
3676	15186	6
4628	15187	1
11522	15188	1
8857	15189	1
11675	15190	6
9482	15191	1
14625	15192	6
2102	15193	1
983	15194	5
2093	15195	1
673	15196	1
8164	14967	1
12867	15197	1
11260	15198	1
1957	15199	1
11041	15200	1
12093	15201	1
4450	15202	1
7042	15203	1
5539	15204	1
6903	15205	1
9537	15206	7
9378	15207	6
9562	15208	1
11937	15209	1
4420	15210	1
4262	15211	6
13513	15212	1
5607	15213	1
2786	15214	1
10757	15215	1
7115	15216	1
14511	15217	6
5089	15218	1
10407	15219	1
2725	15220	1
10964	15087	6
5926	15221	1
5514	15222	1
11378	15223	1
7	15224	1
1001	15225	1
8556	15003	1
4178	15088	6
13208	15226	1
7618	15227	1
2793	15228	6
12135	15229	1
13634	15230	1
3720	15231	1
7730	14924	9
9820	15232	1
9594	14939	6
3353	15233	6
8465	15234	1
8012	15235	1
12287	15236	1
5946	15237	1
11777	15238	1
9847	14923	6
7084	15239	1
428	15240	1
6812	15241	1
4486	15242	1
8873	15243	6
10967	14964	1
13086	15244	1
14110	15245	1
14772	15153	1
768	15246	1
8509	14939	6
10889	14998	6
4018	15247	1
635	15248	1
5353	15249	1
14376	15250	1
10996	15251	1
7643	15252	1
5327	15253	1
4595	15254	1
11184	15255	1
12210	15256	1
10805	15257	1
2241	15258	1
1635	15259	6
3357	15260	1
6040	15261	1
8164	15262	6
3293	15263	1
11241	15264	1
5860	14910	1
12952	15265	1
4162	15266	1
7104	15267	6
9001	15268	1
6753	15269	6
1020	15270	6
2760	14961	1
3549	15271	1
15272	15273	1
1904	15274	1
3604	15275	1
12121	15276	1
6422	15277	1
9544	15278	1
8555	15279	1
12686	15280	6
9414	15070	6
2433	15281	1
1249	15282	1
2919	15283	6
6312	15284	1
6525	15285	1
3395	15286	1
10223	15287	1
12601	15288	1
2683	14931	9
6823	15289	1
6104	15290	1
7223	15291	1
6696	15292	1
2796	15133	6
1254	15293	1
7532	15294	6
13873	15295	1
2360	15296	1
8615	15297	1
5198	15298	1
1879	15299	6
8827	15300	1
1186	15301	1
10482	15302	1
10226	15303	1
13920	15304	1
5508	15305	1
9935	15306	1
9836	15307	1
11769	15092	9
4492	15308	1
792	15165	6
8031	15309	1
623	15310	1
9852	15311	1
3955	15312	1
568	15313	1
7044	15314	1
2189	15315	1
11979	15316	1
10650	15317	1
10957	15318	1
14855	15319	1
6109	15320	1
11892	15321	1
12546	15088	6
8053	15322	1
9614	15323	6
7867	15324	1
8131	15325	1
1390	15326	1
2234	15327	1
2429	15328	6
5534	15329	1
7974	15330	6
4905	15331	6
11909	15078	6
6939	15332	1
8644	15149	1
6084	15333	1
3764	15334	1
4499	15335	1
3932	15336	1
677	15337	6
12530	15338	1
13514	15339	1
3411	15133	6
12263	15340	1
11839	15341	1
12753	15342	1
12090	15343	1
3363	15344	1
14869	15345	1
6831	15346	1
7324	15347	1
3184	15348	1
8953	15349	1
5273	15350	1
14784	15201	1
14195	15351	6
204	15352	1
11752	15353	1
6175	15354	1
5757	15301	1
14829	15355	1
9737	15356	1
11863	15357	1
13915	15358	1
8907	15359	1
13831	15360	1
10142	15361	6
2149	15362	1
6613	15363	6
14825	15364	1
2863	15087	6
445	15193	1
14783	15365	1
8717	15366	9
5172	15367	1
1245	15087	6
3445	15368	1
5616	15369	1
1585	15370	6
6110	15371	1
10631	15372	1
12335	15373	1
2957	15374	6
214	15375	1
10255	15201	1
6948	15376	1
562	15377	1
1132	15378	1
13480	15379	6
5879	15162	6
11590	14912	1
2753	15380	6
10617	15171	1
7244	15381	1
3574	15382	1
14885	15383	1
14141	15384	1
12215	15217	6
546	15385	1
13995	15386	1
2633	15088	6
13792	15387	1
4652	15388	1
9804	15389	1
3523	15390	1
8808	15299	6
11878	15391	1
12719	14991	1
8867	15392	1
2533	15393	1
12694	15394	1
1011	15133	6
9446	15395	6
5505	15396	1
8266	15397	1
11442	15398	1
991	14926	6
9294	15005	1
5545	15399	1
329	15400	5
8412	15401	1
14134	15402	1
7885	15403	1
9024	14964	1
13696	15363	6
6894	15404	1
6768	15405	1
13103	15406	1
13205	15407	6
14358	14965	6
14697	15408	1
5001	15380	6
1550	15409	1
592	15233	6
4804	15410	1
4862	15411	1
2800	15412	1
1006	15413	1
14172	15414	1
581	15415	1
7590	15416	1
14612	15417	1
1079	15418	6
11457	15419	1
10565	15420	1
1204	15421	1
326	15422	1
4228	15423	6
14599	15424	6
10740	15425	1
14321	15426	1
1104	15427	1
14162	15428	6
13721	15429	1
12989	15088	6
174	15220	1
3926	15299	6
3287	15430	1
4361	15431	1
14149	15102	6
1987	15432	1
5903	15433	9
4544	15434	1
1364	15276	1
3686	15435	1
13153	15436	1
13315	15437	1
9312	15438	1
9019	15439	1
13999	15440	1
9147	15441	1
9910	15442	6
3537	15443	1
15444	15445	1
12811	15446	1
2739	15447	1
3755	15448	1
9062	15449	1
13886	15450	1
12031	15451	1
12	15452	1
6629	15453	1
11859	15454	1
3557	14956	1
12781	14931	9
14267	15455	1
5029	15456	1
2611	15031	1
9352	15457	1
10143	15458	1
6936	15459	6
11480	15460	1
1475	15461	9
692	14924	9
13725	15462	1
1374	15133	6
13984	15463	1
6550	15464	1
288	15465	1
13892	15005	1
7405	15466	1
14100	15467	1
6461	15468	9
8397	15469	1
13122	15470	1
14627	15471	1
2549	15472	6
13452	15473	1
2561	15474	1
9237	15475	1
180	15476	1
7059	14927	9
12978	15477	1
5492	15478	6
13475	15479	1
9143	15480	1
633	15481	6
13101	15482	1
2405	15483	1
12089	15484	1
5801	15485	1
4283	15486	5
7272	15487	1
13586	15488	1
1964	15233	6
54	15489	1
10236	15490	1
1314	15306	1
819	15165	6
1622	15491	1
2520	15492	1
1759	15493	1
14671	14926	6
5796	15494	6
3892	15495	1
4439	15496	1
11040	15497	6
4226	15498	1
10564	15499	1
14005	15500	1
10411	15501	1
1959	15502	1
13777	15503	1
7483	14927	9
11626	15504	1
13062	14924	9
9425	15418	6
5055	15505	1
13163	15506	1
8988	15507	6
6795	15508	1
11035	15509	6
13225	15510	6
14835	15511	1
12880	15072	6
11335	15512	1
11461	15513	1
3718	15514	1
5154	15515	1
9079	15516	1
701	15517	6
4596	15518	1
14539	15519	1
5932	15520	1
11441	15521	1
8632	15522	1
13772	15523	1
12370	15524	1
14731	15424	6
3289	15337	6
408	15269	6
6662	15525	1
11582	15464	1
11210	15526	1
10603	15527	1
9954	15528	9
6160	15529	1
5123	15407	6
14495	14917	1
5238	15530	6
1164	15133	6
10709	15531	1
864	14924	9
4948	15532	1
13732	14916	1
4384	15533	1
7687	15534	1
