749	2347	0
1410	2348	5
1037	2348	5
1088	2349	0
1391	2348	5
1437	2350	6
437	2351	5
766	2350	6
1010	2352	1
1057	2350	6
1377	2353	3
1955	2354	6
1702	2355	0
396	2356	3
2357	2348	5
4	2348	5
554	2358	0
1061	2359	2
137	2348	5
217	2360	4
185	2350	6
51	2361	1
1333	2353	3
1189	2362	6
1825	2363	6
2317	2364	4
712	2365	6
2366	2353	3
1801	2367	0
1503	2368	0
1176	2369	6
1889	2370	6
487	2371	0
358	2359	2
694	2372	1
860	2373	6
9	2374	1
1555	2375	2
2100	2353	3
2345	2376	0
738	2377	6
2117	2348	5
8	2378	3
828	2350	6
814	2379	4
1748	2353	3
1150	2348	5
911	2359	2
1558	2359	2
2015	2380	6
1805	2353	3
610	2381	0
1574	2382	4
1784	2383	5
1490	2384	0
1869	2353	3
1055	2362	6
1055	2359	2
2385	2386	6
2387	2388	0
1393	2389	1
61	2348	5
920	2390	4
804	2375	2
155	2391	0
486	2392	6
772	2359	2
290	2393	1
1151	2394	1
1514	2350	6
1987	2395	0
1879	2353	3
1029	2353	3
1106	2396	6
2287	2397	4
150	2398	4
1413	2399	4
2238	2400	0
1003	2401	0
440	2402	0
2240	2403	3
753	2386	6
449	2404	1
1711	2405	1
1273	2353	3
974	2362	6
520	2353	3
2406	2348	5
853	2407	1
1349	2408	1
691	2409	6
564	2377	6
2014	2410	6
169	2411	0
929	2412	0
1298	2369	6
1191	2359	2
1601	2413	0
1042	2375	2
2076	2414	0
261	2415	0
2147	2416	6
1161	2417	0
2155	2410	6
871	2353	3
786	2418	5
1564	2419	3
2197	2420	4
1200	2380	6
806	2421	4
802	2422	0
431	2348	5
1238	2423	2
648	2424	4
384	2353	3
2317	2353	3
1815	2348	5
1270	2425	0
1731	2426	1
964	2362	6
111	2427	4
222	2423	2
2005	2348	5
11	2428	4
544	2429	4
392	2430	1
1930	2431	0
2327	2432	1
1493	2359	2
2253	2433	4
1836	2419	3
28	2386	6
787	2378	3
1893	2350	6
590	2434	4
2278	2435	4
8	2383	5
278	2436	0
2128	2437	0
1991	2350	6
790	2438	0
960	2369	6
1728	2439	1
2307	2440	0
2221	2441	0
944	2392	6
1234	2375	2
1353	2348	5
1732	2442	0
1763	2348	5
1053	2423	2
434	2350	6
258	2443	4
1327	2350	6
1342	2362	6
1328	2350	6
1551	2362	6
1379	2444	0
1807	2445	4
182	2446	0
1211	2353	3
2127	2447	1
2127	2448	0
1873	2350	6
2331	2350	6
474	2348	5
313	2353	3
727	2449	4
1896	2378	3
1241	2450	1
999	2362	6
1957	2451	0
721	2452	1
2095	2453	4
865	2350	6
791	2348	5
768	2375	2
1408	2454	1
950	2455	1
1750	2353	3
239	2353	3
705	2456	5
205	2457	4
2458	2348	5
1467	2459	0
780	2460	4
702	2362	6
240	2383	5
247	2348	5
1371	2354	6
1504	2362	6
376	2386	6
2299	2461	1
390	2378	3
1245	2462	4
282	2375	2
388	2353	3
891	2353	3
348	2396	6
2255	2423	2
769	2359	2
1144	2353	3
44	2463	0
2139	2348	5
2464	2465	4
1175	2466	1
2467	2468	4
792	2469	1
2001	2470	4
1366	2359	2
441	2471	6
878	2472	0
1370	2473	4
2202	2359	2
425	2369	6
1967	2419	3
1967	2377	6
2103	2386	6
1714	2474	5
444	2475	0
1020	2353	3
1176	2380	6
1284	2353	3
1613	2348	5
11	2375	2
115	2476	6
1834	2362	6
1232	2477	0
2223	2353	3
1264	2353	3
1392	2423	2
992	2478	0
1925	2354	6
362	2362	6
157	2479	6
279	2350	6
844	2480	5
219	2481	0
1814	2353	3
879	2373	6
421	2482	4
1656	2353	3
2164	2383	5
1809	2483	0
2315	2362	6
1732	2362	6
672	2484	0
970	2485	4
1135	2486	4
2487	2488	1
535	2489	0
